mult,lmax,T,c,method,miscov,rolling_std,length,frac_inf
-,-,-,-,ACI,0.10030222893842085,0.04008931902328515,7.639287477231106,0.0
100x,7.71e+04,5,1.1253e-02,BCI(T=5),0.09935776350585569,0.04090302095562723,7.564410289437794,0.0
