mult,lmax,T,c,method,miscov,rolling_std,length,frac_inf
-,-,-,-,ACI,0.09992444276539479,0.019703470546184897,8.206160731886248,0.10748016622591614
100x,7.71e+04,2,7.4438e-02,BCI(T=2),0.09973554967888175,0.01925248712653253,8.60338307005453,0.0
100x,7.71e+04,3,7.4438e-02,BCI(T=3),0.09973554967888175,0.02021448245768056,8.395762583738836,0.0
