mult,lmax,T,c,method,miscov,rolling_std,length,frac_inf
-,-,-,-,ACI,0.09992444276539479,0.019703470546184897,8.206160731886248,0.10748016622591614
100x,7.71e+04,5,1.1938e-01,BCI(T=5),0.09973554967888175,0.020369188632330434,8.28387850573743,0.0
