mult,lmax,T,c,method,miscov,rolling_std,length,frac_inf
-,-,-,-,ACI,0.10030222893842085,0.04008931902328515,7.639287477231106,0.0
100x,7.71e+04,2,4.3755e-03,BCI(T=2),0.09916887041934265,0.038313770376518355,7.647545011397686,0.0
100x,7.71e+04,3,7.0170e-03,BCI(T=3),0.09916887041934265,0.03893013038091889,7.633653206287101,0.0
