mult,lmax,T,c,method,miscov,rolling_std,length,frac_inf
-,-,-,-,ACI,0.09927284223838129,0.04025350703572221,6.001308416851646,0.0
100x,6.41e+04,2,2.7283e-03,BCI(T=2),0.09879860891558646,0.03993929625209222,6.079382848900424,0.0
100x,6.41e+04,3,4.3755e-03,BCI(T=3),0.09879860891558646,0.03929043107467563,6.075919236840539,0.0
