mult,lmax,T,c,method,miscov,rolling_std,length,frac_inf
-,-,-,-,ACI,0.1001082251082251,0.019704123894448342,6.946616219192412,0.10714285714285714
100x,3.95e+04,5,4.9239e-01,BCI(T=5),0.1001082251082251,0.020035602575092643,7.191417178877284,0.015873015873015872
