mult,lmax,T,c,method,miscov,rolling_std,length,frac_inf
-,-,-,-,ACI,0.09990515333544103,0.02021542648337775,6.499917188119111,0.08852355358836547
100x,6.41e+04,5,7.4438e-02,BCI(T=5),0.0997470755611761,0.020064342019256973,6.450137655372876,0.0
