mult,lmax,T,c,method,miscov,rolling_std,length,frac_inf
-,-,-,-,ACI,0.1001082251082251,0.019704123894448342,6.946616219192412,0.10714285714285714
100x,3.95e+04,2,4.6416e-02,BCI(T=2),0.10028860028860029,0.018627575909649148,6.982827356870539,0.0
100x,3.95e+04,3,4.6416e-02,BCI(T=3),0.1001082251082251,0.020785117854322674,6.799826926557849,0.0
