mult,lmax,T,c,method,miscov,rolling_std,length,frac_inf
-,-,-,-,ACI,0.09927284223838129,0.04025350703572221,6.001308416851646,0.0
100x,6.41e+04,5,7.0170e-03,BCI(T=5),0.09864053114132153,0.040769196110878154,6.023122227639251,0.0
