index,beta,alpha,upper,lower,lambda,true_y
2007-07-17,0.59375,0.09999999999999998,0.06237683497867137,-0.06525083265345237,0.9,-0.0151702760313775
2007-07-18,0.71875,0.10999999999999999,0.02695610361253859,-0.09010950166761258,0.89,0.0131518403060727
2007-07-19,0.8125,0.12,0.06117126948826733,-0.04603543082636252,0.88,-0.0220627224917554
2007-07-20,0.5625,0.13,0.053228360069539425,-0.04631911986821843,0.87,-0.0116344802667284
2007-07-23,0.6875,0.14,0.0546450182652532,-0.058076398357750594,0.86,-0.0103627870355465
2007-07-25,0.875,0.15000000000000002,0.027261744304384515,-0.0686269725695687,0.85,0.0042432878378666
2007-07-26,0.71875,0.16000000000000003,0.0735806219505778,-0.038790860749446605,0.84,-0.0088605931463821
2007-07-27,0.40625,0.17000000000000004,0.057742632849489925,-0.03440934187336693,0.83,-0.0151853219876638
2007-07-30,0.9375,0.18000000000000005,0.04576788046681636,-0.054700688503160955,0.82,0.0083983696988316
2007-07-31,0.0859375,0.19000000000000006,0.05815431884600413,-0.031701867744329336,0.8099999999999999,-0.0692489206497892
2007-08-01,0.625,0.10000000000000009,0.0501135731810138,-0.0685130692366224,0.8999999999999999,-0.0030777146633306
2007-08-02,0.40625,0.1100000000000001,0.03405062639295082,-0.07537002117053401,0.8899999999999999,0.0213476975972349
2007-08-03,0.75,0.1200000000000001,0.04318619279909876,-0.05913061648580256,0.8799999999999999,-0.031675700581533
2007-08-06,0.40625,0.13000000000000012,0.05885288206352339,-0.046736288514748786,0.8699999999999999,0.0191510255036185
2007-08-07,0.78125,0.14000000000000012,0.04281948048833181,-0.06898936570048002,0.8599999999999999,0.0154121292214078
2007-08-08,0.4375,0.15000000000000013,0.043249774295186484,-0.06763605193055049,0.8499999999999999,-0.0431647977505633
2007-08-09,0.40625,0.16000000000000014,0.031739755187242584,-0.06945799759279978,0.8399999999999999,-0.0434705687063414
2007-08-10,0.109375,0.17000000000000015,0.046909034331414454,-0.04741954600510466,0.8299999999999998,0.039404722722298
2007-08-13,0.625,0.08000000000000018,0.07515323790165901,-0.05278804701605061,0.9199999999999998,-0.0172326639848551
2007-08-14,0.34375,0.09000000000000019,0.05446676353362577,-0.06576981774220257,0.9099999999999998,-0.0239508099760854
2007-08-15,0.8125,0.1000000000000002,0.035758384744852954,-0.08178468256397256,0.8999999999999998,-0.0140672572114353
2007-08-16,0.109375,0.11000000000000021,0.04609738674156487,-0.05912721351671146,0.8899999999999998,0.0339987691721294
2007-08-17,0.6875,0.02000000000000024,0.09725212938559226,-0.06547265824965186,0.9799999999999998,0.0065565231195811
2007-08-20,0.4375,0.03000000000000025,0.06911497497079573,-0.07184953742591314,0.9699999999999998,-0.0103224993257237
2007-08-21,0.09375,0.04000000000000026,0.08924045609437552,-0.05474765123137153,0.9599999999999997,0.0528821137445196
2007-08-22,0.8125,0.050000000000000266,0.08250898022008027,-0.05520640978185187,0.9499999999999997,0.0089070445081391
2007-08-23,0.25,0.060000000000000275,0.04159274049671938,-0.09967430963628077,0.9399999999999997,-0.0274834300810746
2007-08-24,0.0390625,0.07000000000000028,0.0862501390832963,-0.0428180254547859,0.9299999999999997,0.0477976082566802
2007-08-27,0.1171875,0.0,inf,-inf,1.0199999999999998,-0.0340899062279971
2007-08-28,0.625,0.0,inf,-inf,1.0099999999999998,-0.0116265358248586
2007-08-29,0.875,2.220446049250313e-16,0.3157665536005469,-0.2888186630256971,0.9999999999999998,0.018538120998911
2007-08-30,0.875,0.010000000000000231,0.07660677255719808,-0.10880485339035967,0.9899999999999998,0.0202027073175194
2007-09-04,0.21875,0.02000000000000024,0.08121933280249326,-0.07604236778520825,0.9799999999999998,0.0288659489346259
2007-09-05,0.46875,0.03000000000000025,0.08365661822601697,-0.07013290860031937,0.9699999999999998,0.027109732656273
2007-09-06,0.90625,0.04000000000000026,0.07095613821981087,-0.07399604971072707,0.9599999999999997,0.0023640672948806
2007-09-07,0.90625,0.050000000000000266,0.07703162374898011,-0.0628031758564339,0.9499999999999997,0.002711786133909
2007-09-10,0.65625,0.060000000000000275,0.08845189829241046,-0.05048702553350226,0.9399999999999997,-0.0089888245684332
2007-09-11,0.9375,0.07000000000000028,0.07981375874322647,-0.05786312275507827,0.9299999999999997,0.0223223554378982
2007-09-12,0.78125,0.0800000000000003,0.044134552342609025,-0.07724417565500022,0.9199999999999997,0.0216075525221841
2007-09-13,0.96875,0.0900000000000003,0.06699934229614227,-0.07722328440825668,0.9099999999999997,-0.0176650613302593
2007-09-14,0.78125,0.10000000000000031,0.06443504550696653,-0.04990770437522134,0.8999999999999997,0.0065747973161844
2007-09-17,0.9375,0.11000000000000032,0.039884425988921786,-0.06717821920667878,0.8899999999999997,0.0045882163537973
2007-09-18,0.25,0.12000000000000033,0.05577525513144428,-0.04815669726219808,0.8799999999999997,0.0241956404803801
2007-09-19,0.75,0.13000000000000034,0.06001268977936117,-0.05297534029474936,0.8699999999999997,-0.0069499214838108
2007-09-20,0.75,0.14000000000000035,0.062148426099242086,-0.05830935914721649,0.8599999999999997,0.0155145697995288
2007-09-21,0.8125,0.15000000000000036,0.036346486311177914,-0.05610786977775632,0.8499999999999996,0.0111240752815349
2007-09-24,0.59375,0.16000000000000036,0.0476494414651259,-0.060186235390971496,0.8399999999999996,0.007529087888143
2007-09-25,0.46875,0.17000000000000037,0.041830695530675754,-0.05976614474178435,0.8299999999999996,0.0220403481828029
2007-09-27,0.875,0.18000000000000038,0.05878501201715227,-0.039745164881540875,0.8199999999999996,-0.0139158743186799
2007-09-28,0.9375,0.1900000000000004,0.05961251609583488,-0.031601807013407084,0.8099999999999996,0.0069821434087818
2007-10-01,0.8125,0.2000000000000004,0.03592618483015163,-0.06763052489339122,0.7999999999999996,0.0047627782438671
2007-10-02,0.96875,0.2100000000000004,0.0659249228007401,-0.02112290169145269,0.7899999999999996,-0.0180165685073262
2007-10-03,0.59375,0.22000000000000042,0.04186927241280875,-0.05434742541605395,0.7799999999999996,0.0038973742090037
2007-10-04,0.65625,0.23000000000000043,0.057070118604684264,-0.03414620660865146,0.7699999999999996,0.0107470137005921
2007-10-05,0.90625,0.24000000000000044,0.06943556790315412,-0.01973182976956792,0.7599999999999996,0.0071364205517965
2007-10-08,0.984375,0.25000000000000044,0.04333093625685318,-0.037069881144442776,0.7499999999999996,0.0248427429193093
2007-10-09,0.6875,0.26000000000000045,0.012105759456654926,-0.07293532514839172,0.7399999999999995,-0.0113489687045199
2007-10-10,0.4375,0.27000000000000046,0.03951757783597265,-0.04234569823861585,0.7299999999999995,-0.0017816909811979
2007-10-11,0.09375,0.28000000000000047,0.04536059300844307,-0.034958116238815076,0.7199999999999995,-0.0640001856996521
2007-10-12,0.5625,0.1900000000000005,0.04484425917313625,-0.04584486400239865,0.8099999999999995,0.0262679268206101
2007-10-15,0.3125,0.2000000000000005,0.01944774762898578,-0.07198037025182198,0.7999999999999995,-0.0344651542380838
2007-10-16,0.0859375,0.21000000000000052,0.04333825042017394,-0.04766981171157574,0.7899999999999995,0.0355538859732803
2007-10-17,0.46875,0.12000000000000055,0.04431838541134018,-0.06276665448639238,0.8799999999999994,-0.0279159739683408
2007-10-18,0.65625,0.13000000000000056,0.031155787069944436,-0.07263965659147265,0.8699999999999994,0.0062465345331236
2007-10-19,0.6875,0.14000000000000057,0.04216117297288274,-0.05312548795142674,0.8599999999999994,-0.0075901692666755
2007-10-22,0.02734375,0.15000000000000058,0.027198507223738528,-0.07093134119282593,0.8499999999999994,0.0653785043872962
2007-10-23,0.4375,0.06000000000000061,0.04759724012888006,-0.10008621611753646,0.9399999999999994,-0.047390011339789
2007-10-24,0.9375,0.07000000000000062,0.06857253151397685,-0.06989037654045727,0.9299999999999994,-0.0294828724732421
2007-10-25,0.8125,0.08000000000000063,0.036094883415890115,-0.0807460898689285,0.9199999999999994,0.0086893284981264
2007-10-26,0.25,0.09000000000000064,0.055695652737267454,-0.052960225339603456,0.9099999999999994,0.0157185110171353
2007-10-29,0.75,0.10000000000000064,0.057398967801272946,-0.05765400722007415,0.8999999999999994,-0.0082186157853188
2007-10-30,0.59375,0.11000000000000065,0.07728056608061365,-0.03604506842657806,0.8899999999999993,-0.0182314300217411
2007-10-31,0.5,0.12000000000000066,0.05899819291738564,-0.06931642210078223,0.8799999999999993,-0.0034129725962398
2007-11-01,0.84375,0.13000000000000067,0.06393867692358848,-0.049887257287293076,0.8699999999999993,0.0025039849186079
2007-11-02,0.1875,0.14000000000000068,0.0357118650771585,-0.05966998474375569,0.8599999999999993,-0.0420210382726058
2007-11-05,0.625,0.1500000000000007,0.05965323147433575,-0.04643043231101976,0.8499999999999993,0.0030776539444322
2007-11-06,0.6875,0.1600000000000007,0.06764754183116542,-0.042344949650171826,0.8399999999999993,0.0210509469168982
2007-11-07,0.84375,0.1700000000000007,0.040906649209222226,-0.06777332292334183,0.8299999999999993,0.0045032118129965
2007-11-08,0.34375,0.18000000000000071,0.03828899289555736,-0.062361068626246755,0.8199999999999993,-0.051778495755633
2007-11-09,0.28125,0.19000000000000072,0.044041021070050736,-0.04203430089995253,0.8099999999999993,-0.051791509128405
2007-11-12,0.875,0.20000000000000073,0.04526201198309251,-0.04753859816235031,0.7999999999999993,-0.0044823024394995
2007-11-13,0.375,0.21000000000000074,0.04908354529986248,-0.031773125474440285,0.7899999999999993,0.0314598618421537
2007-11-14,0.5,0.22000000000000075,0.03169108496960189,-0.05675101039652489,0.7799999999999992,-0.0121380455398799
2007-11-15,0.625,0.23000000000000076,0.06880966052466653,-0.024543876928627733,0.7699999999999992,-0.0309408470938819
2007-11-16,0.96875,0.24000000000000077,0.04416483141137904,-0.039025713234821034,0.7599999999999992,0.0233583515206581
2007-11-19,0.75,0.2500000000000008,0.029547213067632833,-0.047689385941898435,0.7499999999999992,0.0129814665632584
2007-11-20,0.96875,0.2600000000000008,0.039145288115889555,-0.03561110721149536,0.7399999999999992,-0.007793879804725
2007-11-21,0.78125,0.2700000000000008,0.04499648719907479,-0.028056711000367794,0.7299999999999992,0.0109194683966751
2007-11-23,0.5625,0.2800000000000008,0.019402860689158086,-0.057839041315305886,0.7199999999999992,0.0269704174559989
2007-11-26,0.46875,0.2900000000000008,0.02948459140797209,-0.04146151952999409,0.7099999999999992,0.0075051798845546
2007-11-27,0.0703125,0.3000000000000008,0.033520722772486015,-0.048605903521771014,0.6999999999999992,0.0543337711642822
2007-11-28,0.390625,0.21000000000000085,0.04116121534101502,-0.05059709588915942,0.7899999999999991,0.026376641853447
2007-11-29,0.75,0.22000000000000086,0.04047871514668715,-0.04439392316157495,0.7799999999999991,0.0074259138695646
2007-11-30,0.90625,0.23000000000000087,0.02849427413505181,-0.05526774247135701,0.7699999999999991,-0.0058696663344872
2007-12-04,0.0546875,0.24000000000000088,0.0598424885752752,-0.027483971093344,0.7599999999999991,0.0535176068635596
2007-12-05,0.34375,0.1500000000000009,0.03832584139514851,-0.06351244532941071,0.8499999999999991,-0.0181659002999089
2007-12-06,0.46875,0.16000000000000092,0.04637856756836298,-0.04836090189333818,0.8399999999999991,0.0136288310556058
2007-12-07,0.9375,0.17000000000000093,0.04342482935110036,-0.044259774970422765,0.8299999999999991,-0.0026473251019946
2007-12-10,0.6875,0.18000000000000094,0.029259825110271902,-0.0694434409311341,0.8199999999999991,-0.0129130442727719
2007-12-11,0.625,0.19000000000000095,0.043272610689710764,-0.050766186684097964,0.809999999999999,-0.002796602876785
2007-12-12,0.65625,0.20000000000000095,0.05663349397791777,-0.03315040027245057,0.799999999999999,-0.0194687752326193
2007-12-13,0.6875,0.21000000000000096,0.029869348274480324,-0.05463915720887192,0.789999999999999,-0.003079971635081
2007-12-14,0.8125,0.22000000000000097,0.04644263382777101,-0.04034071709326061,0.779999999999999,-0.0195801115676957
2007-12-17,0.265625,0.23000000000000098,0.03352099010413456,-0.05103736950051417,0.769999999999999,-0.0363801272407115
2007-12-18,0.53125,0.240000000000001,0.03555400274338646,-0.04717433136291405,0.759999999999999,0.0128496298305175
2007-12-19,0.234375,0.250000000000001,0.03514732881053468,-0.04202683046550728,0.749999999999999,0.036145791701856
2007-12-20,0.59375,0.16000000000000103,0.0416549941819258,-0.056161009982328404,0.839999999999999,0.014647032405771
2007-12-21,0.9375,0.17000000000000104,0.03893315298605117,-0.04837726447919677,0.829999999999999,-0.004602243494656
2007-12-24,0.75,0.18000000000000105,0.03755623982237998,-0.06274780403919178,0.819999999999999,0.0047115629809634
2007-12-26,0.5,0.19000000000000106,0.03453318701913472,-0.056304697305452726,0.8099999999999989,0.0129244264440197
2007-12-27,0.265625,0.20000000000000107,0.04008946071144883,-0.04286608995614664,0.7999999999999989,0.027670170120088
2007-12-28,0.65625,0.21000000000000107,0.03253711231573693,-0.05748561997950394,0.7899999999999989,-0.0154435055808282
2007-12-31,0.4375,0.22000000000000108,0.04479250090469013,-0.04055520144602853,0.7799999999999989,0.0162828719085685
2008-01-02,0.875,0.2300000000000011,0.03368986613505288,-0.045601844110974475,0.7699999999999989,0.0074186641902502
2008-01-03,0.46875,0.2400000000000011,0.019932959455552138,-0.057301613629554535,0.7599999999999989,-0.0295817048565034
2008-01-04,0.3125,0.2500000000000011,0.04864577403983553,-0.029737566302407932,0.7499999999999989,-0.0510337256088313
2008-01-07,0.53125,0.2600000000000011,0.07347708172319883,-0.004435607544925842,0.7399999999999989,-0.0121475070394825
2008-01-09,0.02734375,0.27000000000000113,0.03255116680068093,-0.04398201015594293,0.7299999999999989,-0.0417455973986149
2008-01-11,0.625,0.18000000000000116,0.04916484443889757,-0.052116210498811766,0.8199999999999988,-0.0222619144848631
2008-01-14,0.625,0.19000000000000117,0.04692380877697018,-0.04020504388474058,0.8099999999999988,-0.0208287071988511
2008-01-15,0.65625,0.20000000000000118,0.0641811878945163,-0.025547921070012695,0.7999999999999988,-0.0113204512576298
2008-01-16,0.75,0.21000000000000119,0.04387750487837786,-0.040538550264009855,0.7899999999999988,0.0072618323377721
2008-01-17,0.875,0.2200000000000012,0.020645204101600662,-0.06295278373359287,0.7799999999999988,-0.002873385698627
2008-01-22,0.15625,0.2300000000000012,0.038988185979216244,-0.03728690740061964,0.7699999999999988,0.027083033508859
2008-01-23,0.625,0.14000000000000123,0.06551911739674611,-0.04081251785424911,0.8599999999999988,-0.0142545542918847
2008-01-24,0.25,0.15000000000000124,0.04372979009178222,-0.05379103985583102,0.8499999999999988,0.0543143536532894
2008-01-25,0.59375,0.16000000000000125,0.05363985471399231,-0.039272533061909115,0.8399999999999987,-0.0228801754779295
2008-01-28,0.5,0.17000000000000126,0.028259021776581194,-0.060459420451578594,0.8299999999999987,-0.0149334711256803
2008-01-29,0.6875,0.18000000000000127,0.06183416102793731,-0.03224034685232311,0.8199999999999987,-0.029872960070156
2008-01-30,0.0234375,0.19000000000000128,0.048862916966429255,-0.04732203157376485,0.8099999999999987,-0.0650281705040094
2008-02-01,0.109375,0.10000000000000131,0.06333040807502006,-0.04846752561808227,0.8999999999999987,-0.0589018595977308
2008-02-04,0.375,0.11000000000000132,0.05042377987950634,-0.052705091245110934,0.8899999999999987,-0.0230831701828735
2008-02-05,0.875,0.12000000000000133,0.0654437466946686,-0.040384150019662196,0.8799999999999987,-0.0068918260379212
2008-02-06,0.015625,0.13000000000000134,0.04996573791372641,-0.058049055898705806,0.8699999999999987,-0.0706243141921506
2008-02-08,0.96875,0.04000000000000137,0.07544724837372431,-0.07566154746649371,0.9599999999999986,-0.0035485228992347
2008-02-11,0.40625,0.05000000000000138,0.0909809686156208,-0.0531954365574652,0.9499999999999986,0.0308296611443043
2008-02-12,0.5,0.060000000000001386,0.05310279857008781,-0.067184258144534,0.9399999999999986,-0.0058503025522415
2008-02-13,0.1875,0.0700000000000014,0.05788002920074676,-0.06250287610434035,0.9299999999999986,0.0358865119288303
2008-02-14,0.3125,0.0800000000000014,0.041517245213010825,-0.07594009931782184,0.9199999999999986,-0.0357531697058177
2008-02-15,0.9375,0.09000000000000141,0.06381307067570967,-0.04672639259691887,0.9099999999999986,-0.0196586376631844
2008-02-19,0.34375,0.10000000000000142,0.05664402791905506,-0.05875378563898186,0.8999999999999986,-0.0225532111461249
2008-02-20,0.40625,0.11000000000000143,0.05335512222813046,-0.05485528571401046,0.8899999999999986,0.0279776887814848
2008-02-21,0.171875,0.12000000000000144,0.03520531844113165,-0.08009665668155144,0.8799999999999986,-0.0470740287005798
2008-02-22,0.203125,0.13000000000000145,0.05374351473314757,-0.053598824223939225,0.8699999999999986,0.0253355282695869
2008-02-25,0.875,0.14000000000000146,0.05574646342823569,-0.04544172973664869,0.8599999999999985,-0.0061001159630902
2008-02-26,0.5,0.15000000000000147,0.03052983576052905,-0.06638485938253966,0.8499999999999985,-0.017252689662907
2008-02-27,0.71875,0.16000000000000147,0.0467631042864495,-0.0481887112777525,0.8399999999999985,-0.0053908486348763
2008-02-28,0.15625,0.17000000000000148,0.05384357437550969,-0.04882186060819229,0.8299999999999985,-0.0479299368315399
2008-02-29,0.140625,0.08000000000000151,0.06269822252871621,-0.0713964210676194,0.9199999999999985,-0.0523856367057629
2008-03-03,0.5,0.09000000000000152,0.054558859016354,-0.061218567706675,0.9099999999999985,-0.0306586362759149
2008-03-04,0.0546875,0.10000000000000153,0.046587158048913536,-0.06248133481291213,0.8999999999999985,0.0626923230700451
2008-03-05,0.875,0.010000000000001563,0.08269233312196485,-0.07496309534516445,0.9899999999999984,-0.0139562114937995
2008-03-06,0.15625,0.020000000000001572,0.06971583953773004,-0.07544692358848963,0.9799999999999984,-0.0401787008345133
2008-03-07,0.34375,0.03000000000000158,0.07315350351778806,-0.08764873851109385,0.9699999999999984,0.0269643616383554
2008-03-10,0.296875,0.04000000000000159,0.04188850118545793,-0.12056828347742113,0.9599999999999984,0.0315775177798344
2008-03-11,0.1875,0.0500000000000016,0.05655197926066643,-0.08060935040259543,0.9499999999999984,0.0123569987064539
2008-03-12,0.6875,0.06000000000000161,0.06268637721378209,-0.07366361586573189,0.9399999999999984,-0.0251757306210067
2008-03-13,0.109375,0.07000000000000162,0.03403717897460683,-0.09353786033146662,0.9299999999999984,0.0523601494540287
2008-03-14,0.6875,0.08000000000000163,0.06048258733266803,-0.06194757518009782,0.9199999999999984,-0.043035003533732
2008-03-17,0.28125,0.09000000000000163,0.04439122728187133,-0.06608793343649293,0.9099999999999984,0.0377741408960017
2008-03-18,0.109375,0.10000000000000164,0.027217909627172823,-0.08206410914702682,0.8999999999999984,0.0409099027441261
2008-03-19,0.6875,0.11000000000000165,0.05641195900649448,-0.06346904792398528,0.8899999999999983,-0.0131664675449978
2008-03-20,0.1484375,0.12000000000000166,0.037116322869978235,-0.06568158053578084,0.8799999999999983,0.0507088283376551
2008-03-24,0.21875,0.13000000000000167,0.06852027993863773,-0.03999330094078813,0.8699999999999983,0.0268642951109916
2008-03-25,0.3125,0.14000000000000168,0.067483447017757,-0.036959078136652,0.8599999999999983,-0.022538794990258
2008-03-26,0.75,0.1500000000000017,0.045506722912732216,-0.05385425934358221,0.8499999999999983,0.0030974369926227
